625,/997/8/567/688/695/315/453/322/369/625/,Primary somatosensory area - upper limb - layer 5,SSp-ul5,10
945,/997/8/567/688/695/315/453/322/369/945/,Primary somatosensory area - upper limb - layer 6a,SSp-ul6a,10
1026,/997/8/567/688/695/315/453/322/369/1026/,Primary somatosensory area - upper limb - layer 6b,SSp-ul6b,10
361,/997/8/567/688/695/315/453/322/361/,Primary somatosensory area - trunk,SSp-tr,9
1006,/997/8/567/688/695/315/453/322/361/1006/,Primary somatosensory area - trunk - layer 1,SSp-tr1,10
670,/997/8/567/688/695/315/453/322/361/670/,Primary somatosensory area - trunk - layer 2/3,SSp-tr2/3,10
1086,/997/8/567/688/695/315/453/322/361/1086/,Primary somatosensory area - trunk - layer 4,SSp-tr4,10
1111,/997/8/567/688/695/315/453/322/361/1111/,Primary somatosensory area - trunk - layer 5,SSp-tr5,10
9,/997/8/567/688/695/315/453/322/361/9/,Primary somatosensory area - trunk - layer 6a,SSp-tr6a,10
461,/997/8/567/688/695/315/453/322/361/461/,Primary somatosensory area - trunk - layer 6b,SSp-tr6b,10
182305689,/997/8/567/688/695/315/453/322/182305689/,Primary somatosensory area - unassigned,SSp-un,9
182305693,/997/8/567/688/695/315/453/322/182305689/182305693/,Primary somatosensory area - unassigned - layer 1,SSp-un1,10
182305697,/997/8/567/688/695/315/453/322/182305689/182305697/,Primary somatosensory area - unassigned - layer 2/3,SSp-un2/3,10
182305701,/997/8/567/688/695/315/453/322/182305689/182305701/,Primary somatosensory area - unassigned - layer 4,SSp-un4,10
182305705,/997/8/567/688/695/315/453/322/182305689/182305705/,Primary somatosensory area - unassigned - layer 5,SSp-un5,10
182305709,/997/8/567/688/695/315/453/322/182305689/182305709/,Primary somatosensory area - unassigned - layer 6a,SSp-un6a,10
182305713,/997/8/567/688/695/315/453/322/182305689/182305713/,Primary somatosensory area - unassigned - layer 6b,SSp-un6b,10
378,/997/8/567/688/695/315/453/378/,Supplemental somatosensory area,SSs,8
873,/997/8/567/688/695/315/453/378/873/,Supplemental somatosensory area - layer 1,SSs1,9
806,/997/8/567/688/695/315/453/378/806/,Supplemental somatosensory area - layer 2/3,SSs2/3,9
1035,/997/8/567/688/695/315/453/378/1035/,Supplemental somatosensory area - layer 4,SSs4,9
1090,/997/8/567/688/695/315/453/378/1090/,Supplemental somatosensory area - layer 5,SSs5,9
862,/997/8/567/688/695/315/453/378/862/,Supplemental somatosensory area - layer 6a,SSs6a,9
893,/997/8/567/688/695/315/453/378/893/,Supplemental somatosensory area - layer 6b,SSs6b,9
1057,/997/8/567/688/695/315/1057/,Gustatory areas,GU,7
36,/997/8/567/688/695/315/1057/36/,Gustatory areas - layer 1,GU1,8
180,/997/8/567/688/695/315/1057/180/,Gustatory areas - layer 2/3,GU2/3,8
148,/997/8/567/688/695/315/1057/148/,Gustatory areas - layer 4,GU4,8
187,/997/8/567/688/695/315/1057/187/,Gustatory areas - layer 5,GU5,8
638,/997/8/567/688/695/315/1057/638/,Gustatory areas - layer 6a,GU6a,8
662,/997/8/567/688/695/315/1057/662/,Gustatory areas - layer 6b,GU6b,8
677,/997/8/567/688/695/315/677/,Visceral area,VISC,7
897,/997/8/567/688/695/315/677/897/,Visceral area - layer 1,VISC1,8
1106,/997/8/567/688/695/315/677/1106/,Visceral area - layer 2/3,VISC2/3,8
1010,/997/8/567/688/695/315/677/1010/,Visceral area - layer 4,VISC4,8
1058,/997/8/567/688/695/315/677/1058/,Visceral area - layer 5,VISC5,8
857,/997/8/567/688/695/315/677/857/,Visceral area - layer 6a,VISC6a,8
849,/997/8/567/688/695/315/677/849/,Visceral area - layer 6b,VISC6b,8
247,/997/8/567/688/695/315/247/,Auditory areas,AUD,7
1011,/997/8/567/688/695/315/247/1011/,Dorsal auditory area,AUDd,8
527,/997/8/567/688/695/315/247/1011/527/,Dorsal auditory area - layer 1,AUDd1,9
600,/997/8/567/688/695/315/247/1011/600/,Dorsal auditory area - layer 2/3,AUDd2/3,9
678,/997/8/567/688/695/315/247/1011/678/,Dorsal auditory area - layer 4,AUDd4,9
252,/997/8/567/688/695/315/247/1011/252/,Dorsal auditory area - layer 5,AUDd5,9
156,/997/8/567/688/695/315/247/1011/156/,Dorsal auditory area - layer 6a,AUDd6a,9
243,/997/8/567/688/695/315/247/1011/243/,Dorsal auditory area - layer 6b,AUDd6b,9
480149230,/997/8/567/688/695/315/247/1011/480149230/,Laterolateral anterior visual area,VISlla,9
480149234,/997/8/567/688/695/315/247/1011/480149230/480149234/,Laterolateral anterior visual area - layer 1,VISlla1,10
480149238,/997/8/567/688/695/315/247/1011/480149230/480149238/,Laterolateral anterior visual area - layer 2/3,VISlla2/3,10
480149242,/997/8/567/688/695/315/247/1011/480149230/480149242/,Laterolateral anterior visual area - layer 4,VISlla4,10
480149246,/997/8/567/688/695/315/247/1011/480149230/480149246/,"Laterolateral anterior visual area,layer 5",VISlla5,10
480149250,/997/8/567/688/695/315/247/1011/480149230/480149250/,Laterolateral anterior visual area - layer 6a,VISlla6a,10
480149254,/997/8/567/688/695/315/247/1011/480149230/480149254/,Laterolateral anterior visual area - layer 6b,VISlla6b,10
1002,/997/8/567/688/695/315/247/1002/,Primary auditory area,AUDp,8
735,/997/8/567/688/695/315/247/1002/735/,Primary auditory area - layer 1,AUDp1,9
251,/997/8/567/688/695/315/247/1002/251/,Primary auditory area - layer 2/3,AUDp2/3,9
816,/997/8/567/688/695/315/247/1002/816/,Primary auditory area - layer 4,AUDp4,9
847,/997/8/567/688/695/315/247/1002/847/,Primary auditory area - layer 5,AUDp5,9
954,/997/8/567/688/695/315/247/1002/954/,Primary auditory area - layer 6a,AUDp6a,9
1005,/997/8/567/688/695/315/247/1002/1005/,Primary auditory area - layer 6b,AUDp6b,9
1027,/997/8/567/688/695/315/247/1027/,Posterior auditory area,AUDpo,8
696,/997/8/567/688/695/315/247/1027/696/,Posterior auditory area - layer 1,AUDpo1,9
643,/997/8/567/688/695/315/247/1027/643/,Posterior auditory area - layer 2/3,AUDpo2/3,9
759,/997/8/567/688/695/315/247/1027/759/,Posterior auditory area - layer 4,AUDpo4,9
791,/997/8/567/688/695/315/247/1027/791/,Posterior auditory area - layer 5,AUDpo5,9
249,/997/8/567/688/695/315/247/1027/249/,Posterior auditory area - layer 6a,AUDpo6a,9
456,/997/8/567/688/695/315/247/1027/456/,Posterior auditory area - layer 6b,AUDpo6b,9
1018,/997/8/567/688/695/315/247/1018/,Ventral auditory area,AUDv,8
959,/997/8/567/688/695/315/247/1018/959/,Ventral auditory area - layer 1,AUDv1,9
755,/997/8/567/688/695/315/247/1018/755/,Ventral auditory area - layer 2/3,AUDv2/3,9
990,/997/8/567/688/695/315/247/1018/990/,Ventral auditory area - layer 4,AUDv4,9
1023,/997/8/567/688/695/315/247/1018/1023/,Ventral auditory area - layer 5,AUDv5,9
520,/997/8/567/688/695/315/247/1018/520/,Ventral auditory area - layer 6a,AUDv6a,9
598,/997/8/567/688/695/315/247/1018/598/,Ventral auditory area - layer 6b,AUDv6b,9
669,/997/8/567/688/695/315/669/,Visual areas,VIS,7
801,/997/8/567/688/695/315/669/801/,Visual areas - layer 1,VIS1,8
561,/997/8/567/688/695/315/669/561/,Visual areas - layer 2/3,VIS2/3,8
913,/997/8/567/688/695/315/669/913/,Visual areas - layer 4,VIS4,8
937,/997/8/567/688/695/315/669/937/,Visual areas - layer 5,VIS5,8
457,/997/8/567/688/695/315/669/457/,Visual areas - layer 6a,VIS6a,8
497,/997/8/567/688/695/315/669/497/,Visual areas - layer 6b,VIS6b,8
402,/997/8/567/688/695/315/669/402/,Anterolateral visual area,VISal,8
1074,/997/8/567/688/695/315/669/402/1074/,Anterolateral visual area - layer 1,VISal1,9
905,/997/8/567/688/695/315/669/402/905/,Anterolateral visual area - layer 2/3,VISal2/3,9
1114,/997/8/567/688/695/315/669/402/1114/,Anterolateral visual area - layer 4,VISal4,9
233,/997/8/567/688/695/315/669/402/233/,Anterolateral visual area - layer 5,VISal5,9
601,/997/8/567/688/695/315/669/402/601/,Anterolateral visual area - layer 6a,VISal6a,9
649,/997/8/567/688/695/315/669/402/649/,Anterolateral visual area - layer 6b,VISal6b,9
394,/997/8/567/688/695/315/669/394/,Anteromedial visual area,VISam,8
281,/997/8/567/688/695/315/669/394/281/,Anteromedial visual area - layer 1,VISam1,9
1066,/997/8/567/688/695/315/669/394/1066/,Anteromedial visual area - layer 2/3,VISam2/3,9
401,/997/8/567/688/695/315/669/394/401/,Anteromedial visual area - layer 4,VISam4,9
433,/997/8/567/688/695/315/669/394/433/,Anteromedial visual area - layer 5,VISam5,9
1046,/997/8/567/688/695/315/669/394/1046/,Anteromedial visual area - layer 6a,VISam6a,9
441,/997/8/567/688/695/315/669/394/441/,Anteromedial visual area - layer 6b,VISam6b,9
409,/997/8/567/688/695/315/669/409/,Lateral visual area,VISl,8
421,/997/8/567/688/695/315/669/409/421/,Lateral visual area - layer 1,VISl1,9
973,/997/8/567/688/695/315/669/409/973/,Lateral visual area - layer 2/3,VISl2/3,9
573,/997/8/567/688/695/315/669/409/573/,Lateral visual area - layer 4,VISl4,9
613,/997/8/567/688/695/315/669/409/613/,Lateral visual area - layer 5,VISl5,9
74,/997/8/567/688/695/315/669/409/74/,Lateral visual area - layer 6a,VISl6a,9
121,/997/8/567/688/695/315/669/409/121/,Lateral visual area - layer 6b,VISl6b,9
385,/997/8/567/688/695/315/669/385/,Primary visual area,VISp,8
593,/997/8/567/688/695/315/669/385/593/,Primary visual area - layer 1,VISp1,9
821,/997/8/567/688/695/315/669/385/821/,Primary visual area - layer 2/3,VISp2/3,9
721,/997/8/567/688/695/315/669/385/721/,Primary visual area - layer 4,VISp4,9
778,/997/8/567/688/695/315/669/385/778/,Primary visual area - layer 5,VISp5,9
33,/997/8/567/688/695/315/669/385/33/,Primary visual area - layer 6a,VISp6a,9
305,/997/8/567/688/695/315/669/385/305/,Primary visual area - layer 6b,VISp6b,9
425,/997/8/567/688/695/315/669/425/,Posterolateral visual area,VISpl,8
750,/997/8/567/688/695/315/669/425/750/,Posterolateral visual area - layer 1,VISpl1,9
269,/997/8/567/688/695/315/669/425/269/,Posterolateral visual area - layer 2/3,VISpl2/3,9
869,/997/8/567/688/695/315/669/425/869/,Posterolateral visual area - layer 4,VISpl4,9
902,/997/8/567/688/695/315/669/425/902/,Posterolateral visual area - layer 5,VISpl5,9
377,/997/8/567/688/695/315/669/425/377/,Posterolateral visual area - layer 6a,VISpl6a,9
393,/997/8/567/688/695/315/669/425/393/,Posterolateral visual area - layer 6b,VISpl6b,9
533,/997/8/567/688/695/315/669/533/,posteromedial visual area,VISpm,8
805,/997/8/567/688/695/315/669/533/805/,posteromedial visual area - layer 1,VISpm1,9
41,/997/8/567/688/695/315/669/533/41/,posteromedial visual area - layer 2/3,VISpm2/3,9
501,/997/8/567/688/695/315/669/533/501/,posteromedial visual area - layer 4,VISpm4,9
565,/997/8/567/688/695/315/669/533/565/,posteromedial visual area - layer 5,VISpm5,9
257,/997/8/567/688/695/315/669/533/257/,posteromedial visual area - layer 6a,VISpm6a,9
469,/997/8/567/688/695/315/669/533/469/,posteromedial visual area - layer 6b,VISpm6b,9
312782574,/997/8/567/688/695/315/669/312782574/,Laterointermediate area,VISli,8
312782578,/997/8/567/688/695/315/669/312782574/312782578/,Laterointermediate area - layer 1,VISli1,9
312782582,/997/8/567/688/695/315/669/312782574/312782582/,Laterointermediate area - layer 2/3,VISli2/3,9
312782586,/997/8/567/688/695/315/669/312782574/312782586/,Laterointermediate area - layer 4,VISli4,9
312782590,/997/8/567/688/695/315/669/312782574/312782590/,Laterointermediate area - layer 5,VISli5,9
312782594,/997/8/567/688/695/315/669/312782574/312782594/,Laterointermediate area - layer 6a,VISli6a,9
312782598,/997/8/567/688/695/315/669/312782574/312782598/,Laterointermediate area - layer 6b,VISli6b,9
312782628,/997/8/567/688/695/315/669/312782628/,Postrhinal area,VISpor,8
312782632,/997/8/567/688/695/315/669/312782628/312782632/,Postrhinal area - layer 1,VISpor1,9
312782636,/997/8/567/688/695/315/669/312782628/312782636/,Postrhinal area - layer 2/3,VISpor2/3,9
312782640,/997/8/567/688/695/315/669/312782628/312782640/,Postrhinal area - layer 4,VISpor4,9
312782644,/997/8/567/688/695/315/669/312782628/312782644/,Postrhinal area - layer 5,VISpor5,9
312782648,/997/8/567/688/695/315/669/312782628/312782648/,Postrhinal area - layer 6a,VISpor6a,9
312782652,/997/8/567/688/695/315/669/312782628/312782652/,Postrhinal area - layer 6b,VISpor6b,9
31,/997/8/567/688/695/315/31/,Anterior cingulate area,ACA,7
572,/997/8/567/688/695/315/31/572/,Anterior cingulate area - layer 1,ACA1,8
1053,/997/8/567/688/695/315/31/1053/,Anterior cingulate area - layer 2/3,ACA2/3,8
739,/997/8/567/688/695/315/31/739/,Anterior cingulate area - layer 5,ACA5,8
179,/997/8/567/688/695/315/31/179/,Anterior cingulate area - layer 6a,ACA6a,8
227,/997/8/567/688/695/315/31/227/,Anterior cingulate area - layer 6b,ACA6b,8
39,/997/8/567/688/695/315/31/39/,Anterior cingulate area - dorsal part,ACAd,8
935,/997/8/567/688/695/315/31/39/935/,Anterior cingulate area - dorsal part - layer 1,ACAd1,9
211,/997/8/567/688/695/315/31/39/211/,Anterior cingulate area - dorsal part - layer 2/3,ACAd2/3,9
1015,/997/8/567/688/695/315/31/39/1015/,Anterior cingulate area - dorsal part - layer 5,ACAd5,9
919,/997/8/567/688/695/315/31/39/919/,Anterior cingulate area - dorsal part - layer 6a,ACAd6a,9
927,/997/8/567/688/695/315/31/39/927/,Anterior cingulate area - dorsal part - layer 6b,ACAd6b,9
48,/997/8/567/688/695/315/31/48/,Anterior cingulate area - ventral part,ACAv,8
588,/997/8/567/688/695/315/31/48/588/,Anterior cingulate area - ventral part - layer 1,ACAv1,9
296,/997/8/567/688/695/315/31/48/296/,Anterior cingulate area - ventral part - layer 2/3,ACAv2/3,9
772,/997/8/567/688/695/315/31/48/772/,Anterior cingulate area - ventral part - layer 5,ACAv5,9
810,/997/8/567/688/695/315/31/48/810/,Anterior cingulate area - ventral part - 6a,ACAv6a,9
819,/997/8/567/688/695/315/31/48/819/,Anterior cingulate area - ventral part - 6b,ACAv6b,9
972,/997/8/567/688/695/315/972/,Prelimbic area,PL,7
171,/997/8/567/688/695/315/972/171/,Prelimbic area - layer 1,PL1,8
195,/997/8/567/688/695/315/972/195/,Prelimbic area - layer 2,PL2,8
304,/997/8/567/688/695/315/972/304/,Prelimbic area - layer 2/3,PL2/3,8
363,/997/8/567/688/695/315/972/363/,Prelimbic area - layer 5,PL5,8
84,/997/8/567/688/695/315/972/84/,Prelimbic area - layer 6a,PL6a,8
132,/997/8/567/688/695/315/972/132/,Prelimbic area - layer 6b,PL6b,8
44,/997/8/567/688/695/315/44/,Infralimbic area,ILA,7
707,/997/8/567/688/695/315/44/707/,Infralimbic area - layer 1,ILA1,8
747,/997/8/567/688/695/315/44/747/,Infralimbic area - layer 2,ILA2,8
556,/997/8/567/688/695/315/44/556/,Infralimbic area - layer 2/3,ILA2/3,8
827,/997/8/567/688/695/315/44/827/,Infralimbic area - layer 5,ILA5,8
1054,/997/8/567/688/695/315/44/1054/,Infralimbic area - layer 6a,ILA6a,8
1081,/997/8/567/688/695/315/44/1081/,Infralimbic area - layer 6b,ILA6b,8
714,/997/8/567/688/695/315/714/,Orbital area,ORB,7
264,/997/8/567/688/695/315/714/264/,Orbital area - layer 1,ORB1,8
492,/997/8/567/688/695/315/714/492/,Orbital area - layer 2/3,ORB2/3,8
352,/997/8/567/688/695/315/714/352/,Orbital area - layer 5,ORB5,8
476,/997/8/567/688/695/315/714/476/,Orbital area - layer 6a,ORB6a,8
516,/997/8/567/688/695/315/714/516/,Orbital area - layer 6b,ORB6b,8
723,/997/8/567/688/695/315/714/723/,Orbital area - lateral part,ORBl,8
448,/997/8/567/688/695/315/714/723/448/,Orbital area - lateral part - layer 1,ORBl1,9
412,/997/8/567/688/695/315/714/723/412/,Orbital area - lateral part - layer 2/3,ORBl2/3,9
630,/997/8/567/688/695/315/714/723/630/,Orbital area - lateral part - layer 5,ORBl5,9
440,/997/8/567/688/695/315/714/723/440/,Orbital area - lateral part - layer 6a,ORBl6a,9
488,/997/8/567/688/695/315/714/723/488/,Orbital area - lateral part - layer 6b,ORBl6b,9
731,/997/8/567/688/695/315/714/731/,Orbital area - medial part,ORBm,8
484,/997/8/567/688/695/315/714/731/484/,Orbital area - medial part - layer 1,ORBm1,9
524,/997/8/567/688/695/315/714/731/524/,Orbital area - medial part - layer 2,ORBm2,9
582,/997/8/567/688/695/315/714/731/582/,Orbital area - medial part - layer 2/3,ORBm2/3,9
620,/997/8/567/688/695/315/714/731/620/,Orbital area - medial part - layer 5,ORBm5,9
910,/997/8/567/688/695/315/714/731/910/,Orbital area - medial part - layer 6a,ORBm6a,9
527696977,/997/8/567/688/695/315/714/731/527696977/,Orbital area - medial part - layer 6b,ORBm6b,9
738,/997/8/567/688/695/315/714/738/,Orbital area - ventral part,ORBv,8
746,/997/8/567/688/695/315/714/746/,Orbital area - ventrolateral part,ORBvl,8
969,/997/8/567/688/695/315/714/746/969/,Orbital area - ventrolateral part - layer 1,ORBvl1,9
288,/997/8/567/688/695/315/714/746/288/,Orbital area - ventrolateral part - layer 2/3,ORBvl2/3,9
1125,/997/8/567/688/695/315/714/746/1125/,Orbital area - ventrolateral part - layer 5,ORBvl5,9
608,/997/8/567/688/695/315/714/746/608/,Orbital area - ventrolateral part - layer 6a,ORBvl6a,9
680,/997/8/567/688/695/315/714/746/680/,Orbital area - ventrolateral part - layer 6b,ORBvl6b,9
95,/997/8/567/688/695/315/95/,Agranular insular area,AI,7
104,/997/8/567/688/695/315/95/104/,Agranular insular area - dorsal part,AId,8
996,/997/8/567/688/695/315/95/104/996/,Agranular insular area - dorsal part - layer 1,AId1,9
328,/997/8/567/688/695/315/95/104/328/,Agranular insular area - dorsal part - layer 2/3,AId2/3,9
1101,/997/8/567/688/695/315/95/104/1101/,Agranular insular area - dorsal part - layer 5,AId5,9
783,/997/8/567/688/695/315/95/104/783/,Agranular insular area - dorsal part - layer 6a,AId6a,9
831,/997/8/567/688/695/315/95/104/831/,Agranular insular area - dorsal part - layer 6b,AId6b,9
111,/997/8/567/688/695/315/95/111/,Agranular insular area - posterior part,AIp,8
120,/997/8/567/688/695/315/95/111/120/,Agranular insular area - posterior part - layer 1,AIp1,9
163,/997/8/567/688/695/315/95/111/163/,Agranular insular area - posterior part - layer 2/3,AIp2/3,9
344,/997/8/567/688/695/315/95/111/344/,Agranular insular area - posterior part - layer 5,AIp5,9
314,/997/8/567/688/695/315/95/111/314/,Agranular insular area - posterior part - layer 6a,AIp6a,9
355,/997/8/567/688/695/315/95/111/355/,Agranular insular area - posterior part - layer 6b,AIp6b,9
119,/997/8/567/688/695/315/95/119/,Agranular insular area - ventral part,AIv,8
704,/997/8/567/688/695/315/95/119/704/,Agranular insular area - ventral part - layer 1,AIv1,9
694,/997/8/567/688/695/315/95/119/694/,Agranular insular area - ventral part - layer 2/3,AIv2/3,9
800,/997/8/567/688/695/315/95/119/800/,Agranular insular area - ventral part - layer 5,AIv5,9
675,/997/8/567/688/695/315/95/119/675/,Agranular insular area - ventral part - layer 6a,AIv6a,9
699,/997/8/567/688/695/315/95/119/699/,Agranular insular area - ventral part - layer 6b,AIv6b,9
254,/997/8/567/688/695/315/254/,Retrosplenial area,RSP,7
894,/997/8/567/688/695/315/254/894/,Retrosplenial area - lateral agranular part,RSPagl,8
671,/997/8/567/688/695/315/254/894/671/,Retrosplenial area - lateral agranular part - layer 1,RSPagl1,9
965,/997/8/567/688/695/315/254/894/965/,Retrosplenial area - lateral agranular part - layer 2/3,RSPagl2/3,9
774,/997/8/567/688/695/315/254/894/774/,Retrosplenial area - lateral agranular part - layer 5,RSPagl5,9
906,/997/8/567/688/695/315/254/894/906/,Retrosplenial area - lateral agranular part - layer 6a,RSPagl6a,9
279,/997/8/567/688/695/315/254/894/279/,Retrosplenial area - lateral agranular part - layer 6b,RSPagl6b,9
